"2015-02-08 14:24:28","Events log was initiated by alex"
"2015-02-08 14:24:23","User logon Бабаев А.А. IP: 127.0.0.1"
"2015-02-08 14:24:20","User logout Разработчик Р.Р. IP: 127.0.0.1"
"2015-02-08 14:24:17","User logon Разработчик Р.Р. IP: 127.0.0.1"
"2015-02-08 14:24:14","User logout Разработчик Р.Р. IP: 127.0.0.1"
"2015-02-08 14:24:11","Application integrity was restored by developer from IP: 127.0.0.1"
"2015-02-08 14:24:10","Hash  for file ./app/model/auth/get_user_config.php was updated."
"2015-02-08 14:24:10","Hash  for file ./app/model/auth/block_user_id.php was updated."
"2015-02-08 14:24:10","Hash  for file ./app/controller/auth.php was updated."
"2015-02-08 14:24:10","Hash  for file ./app/controller/inspector/get_log.php was updated."
"2015-02-08 14:24:09","Hash  for file ./index.php was updated."
"2015-02-08 14:24:07","User logon Разработчик Р.Р. IP: 127.0.0.1"
"2015-02-08 14:24:04","Application files corruption was detected!"
"2015-02-08 14:24:03","Updated file ./app/model/auth/get_user_config.php was found!"
"2015-02-08 14:24:03","Updated file ./app/model/auth/block_user_id.php was found!"
"2015-02-08 14:24:03","Updated file ./app/controller/auth.php was found!"
"2015-02-08 14:24:03","Updated file ./app/controller/inspector/get_log.php was found!"
"2015-02-08 14:24:03","Updated file ./index.php was found!"
"2015-02-08 14:24:03","User logout Бабаев А.А. IP: 127.0.0.1"
"2015-02-08 14:16:55","Application files corruption was detected!"
"2015-02-08 14:16:54","Updated file ./app/model/auth/get_user_config.php was found!"
"2015-02-08 14:16:54","Updated file ./app/model/auth/block_user_id.php was found!"
"2015-02-08 14:16:54","Updated file ./app/controller/inspector/get_log.php was found!"
"2015-02-08 14:16:54","Updated file ./index.php was found!"
"2015-02-08 14:02:32","Events log was created by alex"
