"2014-08-07 19:49:17","Hash  for file ./app/view/record/active_fields/index.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/active_fields/text.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/delete.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/readonly_fields/checker.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/readonly_fields/select.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/readonly_fields/index.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/readonly_fields/text.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/readonly_fields/pointer.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/readonly_fields/logical.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/readonly_fields/readonly.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/clone.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/record_add.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/field_router.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/start.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/record_edit.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/field_router_readonly.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/record/check_unique.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/draw_simple_table.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/report_table_style.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/bootstrap.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/html_head_for_report.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/logout_link.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/html_head_bootstrap.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/password_was_changed.php was added!"
"2014-08-07 19:49:17","Hash  for file ./app/view/html_header.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/view/update_record.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/view/reload_after_1_min.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/view/draw_table.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/is_mobile.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/d.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/get_short_genetive_iof_by_user_id.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/index.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/lang/index.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/lang/english.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/lang/russian.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/nmr2str_by_currency.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/error_files.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/db/draw_table_from_sql.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/db/count_rows_from_sql.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/db/index.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/db/get_array_from_sql.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/db/fetch_row_from_sql.php was added!"
"2014-08-07 19:49:16","Hash  for file ./app/model/db/fetch_fields_info_from_sql.php was added!"
